room_type,neighbourhood,date,search_count
Entire home/apt,Gaasperdam - Driemond,2018-11-15,34
Entire home/apt,Noord-Oost,2018-11-15,14
Entire home/apt,Noord-West,2018-11-15,26
Private room,Buitenveldert - Zuidas,2018-11-15,18
Private room,De Pijp - Rivierenbuurt,2018-11-15,31
Private room,Slotervaart,2018-11-15,14
Entire home/apt,Geuzenveld - Slotermeer,2018-11-15,31
Private room,De Aker - Nieuw Sloten,2018-11-15,21
Entire home/apt,Zuid,2018-11-14,30
Entire home/apt,Bijlmer-Centrum,2018-11-14,13
Private room,Osdorp,2018-11-14,3
Entire home/apt,Osdorp,2018-11-14,6
Entire home/apt,De Baarsjes - Oud-West,2018-11-14,35
Private room,Bos en Lommer,2018-11-14,22
Entire home/apt,Westerpark,2018-11-14,12
Entire home/apt,Centrum-Oost,2018-11-14,44
Private room,Bijlmer-Centrum,2018-11-14,13
Entire home/apt,Gaasperdam - Driemond,2018-11-14,1
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-14,21
Private room,Bijlmer-Oost,2018-11-14,16
Private room,Oud-Oost,2018-11-14,18
Private room,Slotervaart,2018-11-14,30
Entire home/apt,Centrum-West,2018-11-14,23
Private room,Noord-Oost,2018-11-14,15
Private room,Oud-Noord,2018-11-14,16
Private room,De Baarsjes - Oud-West,2018-11-14,51
Shared room,Slotervaart,2018-11-14,9
Private room,Watergraafsmeer,2018-11-14,13
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-14,30
Private room,De Aker - Nieuw Sloten,2018-11-14,22
Private room,Centrum-West,2018-11-14,54
Entire home/apt,Noord-Oost,2018-11-14,9
Entire home/apt,De Aker - Nieuw Sloten,2018-11-14,9
Private room,IJburg - Zeeburgereiland,2018-11-14,10
Entire home/apt,Oud-Noord,2018-11-14,8
Private room,Noord-West,2018-11-14,25
Private room,Zuid,2018-11-14,24
Entire home/apt,Slotervaart,2018-11-14,13
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-14,32
Entire home/apt,Bos en Lommer,2018-11-14,6
Private room,Centrum-Oost,2018-11-14,44
Private room,Westerpark,2018-11-14,7
Private room,Buitenveldert - Zuidas,2018-11-14,26
Entire home/apt,Noord-West,2018-11-14,14
Private room,Geuzenveld - Slotermeer,2018-11-14,3
Entire home/apt,Oud-Oost,2018-11-14,25
Private room,Gaasperdam - Driemond,2018-11-14,23
Private room,De Pijp - Rivierenbuurt,2018-11-14,23
Private room,Bijlmer-Oost,2018-11-13,5
Entire home/apt,Bos en Lommer,2018-11-13,42
Private room,Geuzenveld - Slotermeer,2018-11-13,26
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-13,21
Entire home/apt,Slotervaart,2018-11-13,12
Entire home/apt,Watergraafsmeer,2018-11-13,5
Private room,De Pijp - Rivierenbuurt,2018-11-13,54
Entire home/apt,Westerpark,2018-11-13,21
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-13,31
Shared room,Centrum-Oost,2018-11-13,20
Private room,Noord-Oost,2018-11-13,10
Entire home/apt,De Aker - Nieuw Sloten,2018-11-13,20
Private room,Centrum-West,2018-11-13,74
Private room,Oud-Noord,2018-11-13,9
Shared room,De Baarsjes - Oud-West,2018-11-13,2
Private room,Slotervaart,2018-11-13,7
Private room,De Baarsjes - Oud-West,2018-11-13,24
Private room,Centrum-Oost,2018-11-13,49
Private room,Oud-Oost,2018-11-13,17
Private room,Watergraafsmeer,2018-11-13,22
Entire home/apt,Zuid,2018-11-13,21
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-13,34
Entire home/apt,De Baarsjes - Oud-West,2018-11-13,33
Private room,Buitenveldert - Zuidas,2018-11-13,11
Entire home/apt,Oud-Oost,2018-11-13,12
Entire home/apt,Noord-West,2018-11-13,21
Entire home/apt,Gaasperdam - Driemond,2018-11-13,16
Entire home/apt,Geuzenveld - Slotermeer,2018-11-13,9
Private room,Bos en Lommer,2018-11-13,12
Private room,Westerpark,2018-11-13,9
Private room,IJburg - Zeeburgereiland,2018-11-13,19
Private room,Noord-West,2018-11-13,9
Entire home/apt,Oud-Noord,2018-11-13,10
Private room,Bijlmer-Centrum,2018-11-13,26
Private room,Gaasperdam - Driemond,2018-11-13,4
Entire home/apt,Noord-Oost,2018-11-13,1
Private room,Osdorp,2018-11-13,15
Entire home/apt,Centrum-West,2018-11-13,20
Private room,Zuid,2018-11-13,16
Private room,De Aker - Nieuw Sloten,2018-11-13,18
Entire home/apt,Buitenveldert - Zuidas,2018-11-13,24
Entire home/apt,Centrum-Oost,2018-11-13,37
Private room,Centrum-West,2018-11-12,59
Private room,Oud-Oost,2018-11-12,26
Entire home/apt,Bos en Lommer,2018-11-12,19
Entire home/apt,De Aker - Nieuw Sloten,2018-11-12,7
Shared room,De Baarsjes - Oud-West,2018-11-12,1
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-12,27
Entire home/apt,De Baarsjes - Oud-West,2018-11-12,28
Entire home/apt,Geuzenveld - Slotermeer,2018-11-12,16
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-12,5
Private room,Noord-West,2018-11-12,15
Entire home/apt,Watergraafsmeer,2018-11-12,12
Entire home/apt,Centrum-West,2018-11-12,46
Private room,De Pijp - Rivierenbuurt,2018-11-12,19
Private room,Noord-Oost,2018-11-12,13
Entire home/apt,Zuid,2018-11-12,44
Private room,Buitenveldert - Zuidas,2018-11-12,7
Private room,Westerpark,2018-11-12,6
Private room,IJburg - Zeeburgereiland,2018-11-12,20
Entire home/apt,Oud-Oost,2018-11-12,16
Entire home/apt,Centrum-Oost,2018-11-12,42
Private room,Gaasperdam - Driemond,2018-11-12,9
Private room,Bos en Lommer,2018-11-12,10
Entire home/apt,Oud-Noord,2018-11-12,5
Private room,De Aker - Nieuw Sloten,2018-11-12,1
Private room,Bijlmer-Centrum,2018-11-12,21
Private room,Osdorp,2018-11-12,9
Entire home/apt,Bijlmer-Centrum,2018-11-12,8
Entire home/apt,Buitenveldert - Zuidas,2018-11-12,5
Entire home/apt,Noord-Oost,2018-11-12,17
Private room,Zuid,2018-11-12,30
Entire home/apt,Westerpark,2018-11-12,15
Private room,Slotervaart,2018-11-12,10
Private room,Geuzenveld - Slotermeer,2018-11-12,5
Private room,Bijlmer-Oost,2018-11-12,23
Private room,Centrum-Oost,2018-11-12,30
Private room,Oud-Noord,2018-11-12,35
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-12,27
Private room,De Baarsjes - Oud-West,2018-11-12,39
Entire home/apt,IJburg - Zeeburgereiland,2018-11-12,14
Private room,Watergraafsmeer,2018-11-12,13
Private room,Oud-Oost,2018-11-11,21
Private room,Osdorp,2018-11-11,13
Entire home/apt,Slotervaart,2018-11-11,2
Private room,Slotervaart,2018-11-11,5
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-11,4
Private room,Westerpark,2018-11-11,18
Entire home/apt,Noord-Oost,2018-11-11,10
Private room,Noord-Oost,2018-11-11,5
Private room,IJburg - Zeeburgereiland,2018-11-11,19
Entire home/apt,Oud-Oost,2018-11-11,19
Entire home/apt,Centrum-Oost,2018-11-11,23
Entire home/apt,Oud-Noord,2018-11-11,4
Private room,Bos en Lommer,2018-11-11,39
Private room,Bijlmer-Centrum,2018-11-11,2
Entire home/apt,Westerpark,2018-11-11,19
Entire home/apt,Zuid,2018-11-11,24
Private room,Zuid,2018-11-11,43
Private room,Geuzenveld - Slotermeer,2018-11-11,4
Private room,Centrum-Oost,2018-11-11,28
Entire home/apt,Noord-West,2018-11-11,17
Private room,Oud-Noord,2018-11-11,12
Private room,De Baarsjes - Oud-West,2018-11-11,35
Private room,Watergraafsmeer,2018-11-11,5
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-11,13
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-11,5
Private room,Centrum-West,2018-11-11,61
Entire home/apt,Bos en Lommer,2018-11-11,17
Private room,Noord-West,2018-11-11,14
Entire home/apt,De Aker - Nieuw Sloten,2018-11-11,22
Entire home/apt,De Baarsjes - Oud-West,2018-11-11,24
Private room,Buitenveldert - Zuidas,2018-11-11,20
Private room,De Aker - Nieuw Sloten,2018-11-11,12
Private room,Gaasperdam - Driemond,2018-11-11,3
Private room,Bijlmer-Oost,2018-11-11,19
Entire home/apt,Centrum-West,2018-11-11,41
Private room,De Pijp - Rivierenbuurt,2018-11-11,39
Shared room,Slotervaart,2018-11-11,11
Entire home/apt,Geuzenveld - Slotermeer,2018-11-11,16
Private room,Bijlmer-Oost,2018-11-10,25
Private room,Noord-Oost,2018-11-10,17
Entire home/apt,Centrum-Oost,2018-11-10,24
Shared room,Centrum-West,2018-11-10,1
Entire home/apt,Oud-Noord,2018-11-10,10
Entire home/apt,De Aker - Nieuw Sloten,2018-11-10,38
Private room,Gaasperdam - Driemond,2018-11-10,14
Entire home/apt,Geuzenveld - Slotermeer,2018-11-10,20
Entire home/apt,Watergraafsmeer,2018-11-10,15
Private room,Noord-West,2018-11-10,12
Entire home/apt,De Baarsjes - Oud-West,2018-11-10,42
Private room,De Pijp - Rivierenbuurt,2018-11-10,17
Private room,Oud-Oost,2018-11-10,9
Entire home/apt,Osdorp,2018-11-10,15
Entire home/apt,Slotervaart,2018-11-10,1
Private room,Geuzenveld - Slotermeer,2018-11-10,2
Private room,De Baarsjes - Oud-West,2018-11-10,37
Shared room,Oud-Noord,2018-11-10,8
Private room,Westerpark,2018-11-10,15
Shared room,Slotervaart,2018-11-10,11
Private room,Zuid,2018-11-10,23
Private room,Centrum-Oost,2018-11-10,38
Entire home/apt,Zuid,2018-11-10,18
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-10,14
Private room,Slotervaart,2018-11-10,28
Private room,Bijlmer-Centrum,2018-11-10,11
Entire home/apt,Oud-Oost,2018-11-10,18
Entire home/apt,Bos en Lommer,2018-11-10,5
Private room,Centrum-West,2018-11-10,55
Entire home/apt,Noord-West,2018-11-10,1
Private room,Watergraafsmeer,2018-11-10,6
Private room,Buitenveldert - Zuidas,2018-11-10,11
Entire home/apt,Bijlmer-Centrum,2018-11-10,1
Shared room,Bos en Lommer,2018-11-10,2
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-10,10
Entire home/apt,Westerpark,2018-11-10,12
Private room,Osdorp,2018-11-10,21
Private room,Bos en Lommer,2018-11-10,17
Entire home/apt,Centrum-West,2018-11-10,38
Private room,IJburg - Zeeburgereiland,2018-11-10,36
Entire home/apt,Gaasperdam - Driemond,2018-11-10,1
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-10,33
Private room,Oud-Noord,2018-11-10,18
Entire home/apt,IJburg - Zeeburgereiland,2018-11-10,13
Private room,Geuzenveld - Slotermeer,2018-11-09,5
Private room,Oud-Oost,2018-11-09,15
Private room,De Baarsjes - Oud-West,2018-11-09,43
Private room,Watergraafsmeer,2018-11-09,1
Entire home/apt,Osdorp,2018-11-09,1
Private room,De Pijp - Rivierenbuurt,2018-11-09,20
Entire home/apt,Slotervaart,2018-11-09,5
Private room,Bijlmer-Centrum,2018-11-09,26
Entire home/apt,Westerpark,2018-11-09,18
Private room,De Aker - Nieuw Sloten,2018-11-09,25
Private room,IJburg - Zeeburgereiland,2018-11-09,16
Private room,Westerpark,2018-11-09,19
Entire home/apt,Bijlmer-Centrum,2018-11-09,2
Private room,Zuid,2018-11-09,12
Private room,Centrum-Oost,2018-11-09,42
Entire home/apt,Centrum-West,2018-11-09,47
Entire home/apt,Gaasperdam - Driemond,2018-11-09,2
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-09,49
Shared room,Slotervaart,2018-11-09,16
Entire home/apt,Oud-Noord,2018-11-09,23
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-09,27
Private room,Noord-West,2018-11-09,7
Private room,Bijlmer-Oost,2018-11-09,5
Entire home/apt,Geuzenveld - Slotermeer,2018-11-09,10
Private room,Gaasperdam - Driemond,2018-11-09,32
Entire home/apt,Bijlmer-Oost,2018-11-09,3
Private room,Oud-Noord,2018-11-09,31
Private room,Noord-Oost,2018-11-09,11
Entire home/apt,Noord-West,2018-11-09,12
Entire home/apt,IJburg - Zeeburgereiland,2018-11-09,3
Entire home/apt,Centrum-Oost,2018-11-09,41
Private room,Centrum-West,2018-11-09,113
Shared room,Bos en Lommer,2018-11-09,1
Shared room,De Baarsjes - Oud-West,2018-11-09,6
Private room,Slotervaart,2018-11-09,12
Entire home/apt,De Aker - Nieuw Sloten,2018-11-09,12
Private room,Osdorp,2018-11-09,15
Entire home/apt,Noord-Oost,2018-11-09,12
Entire home/apt,Watergraafsmeer,2018-11-09,5
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-09,11
Entire home/apt,Bos en Lommer,2018-11-09,15
Private room,Buitenveldert - Zuidas,2018-11-09,12
Entire home/apt,De Baarsjes - Oud-West,2018-11-09,65
Private room,Bos en Lommer,2018-11-09,10
Entire home/apt,Oud-Oost,2018-11-09,43
Entire home/apt,Zuid,2018-11-09,36
Private room,Osdorp,2018-11-08,10
Entire home/apt,Oud-Oost,2018-11-08,36
Private room,Gaasperdam - Driemond,2018-11-08,22
Private room,Geuzenveld - Slotermeer,2018-11-08,28
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-08,45
Private room,Centrum-Oost,2018-11-08,72
Private room,Westerpark,2018-11-08,20
Private room,Centrum-West,2018-11-08,102
Private room,De Pijp - Rivierenbuurt,2018-11-08,50
Entire home/apt,Oud-Noord,2018-11-08,23
Private room,IJburg - Zeeburgereiland,2018-11-08,37
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-08,45
Entire home/apt,De Aker - Nieuw Sloten,2018-11-08,3
Shared room,Bos en Lommer,2018-11-08,12
Entire home/apt,Bijlmer-Centrum,2018-11-08,6
Entire home/apt,IJburg - Zeeburgereiland,2018-11-08,9
Entire home/apt,Centrum-Oost,2018-11-08,65
Entire home/apt,Bijlmer-Oost,2018-11-08,8
Private room,Oud-Oost,2018-11-08,25
Private room,De Aker - Nieuw Sloten,2018-11-08,9
Entire home/apt,Bos en Lommer,2018-11-08,52
Private room,Bos en Lommer,2018-11-08,23
Entire home/apt,Noord-Oost,2018-11-08,17
Entire home/apt,Centrum-West,2018-11-08,68
Private room,Bijlmer-Centrum,2018-11-08,17
Entire home/apt,Geuzenveld - Slotermeer,2018-11-08,9
Shared room,Oud-Noord,2018-11-08,1
Private room,De Baarsjes - Oud-West,2018-11-08,87
Entire home/apt,Westerpark,2018-11-08,55
Shared room,Osdorp,2018-11-08,1
Entire home/apt,Noord-West,2018-11-08,14
Entire home/apt,Slotervaart,2018-11-08,11
Entire home/apt,Osdorp,2018-11-08,11
Private room,Oud-Noord,2018-11-08,18
Private room,Noord-West,2018-11-08,21
Entire home/apt,De Baarsjes - Oud-West,2018-11-08,106
Entire home/apt,Watergraafsmeer,2018-11-08,18
Shared room,Centrum-West,2018-11-08,1
Private room,Zuid,2018-11-08,38
Entire home/apt,Buitenveldert - Zuidas,2018-11-08,28
Entire home/apt,Zuid,2018-11-08,50
Private room,Buitenveldert - Zuidas,2018-11-08,4
Private room,Slotervaart,2018-11-08,30
Private room,Watergraafsmeer,2018-11-08,17
Shared room,Centrum-Oost,2018-11-08,6
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-08,76
Entire home/apt,Gaasperdam - Driemond,2018-11-08,23
Private room,Bijlmer-Oost,2018-11-08,31
Private room,Noord-Oost,2018-11-08,9
Private room,Slotervaart,2018-11-07,9
Entire home/apt,De Aker - Nieuw Sloten,2018-11-07,7
Private room,Oud-Oost,2018-11-07,31
Entire home/apt,Bijlmer-Oost,2018-11-07,4
Shared room,Bos en Lommer,2018-11-07,7
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-07,7
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-07,32
Entire home/apt,Gaasperdam - Driemond,2018-11-07,18
Private room,Bos en Lommer,2018-11-07,13
Private room,Noord-Oost,2018-11-07,34
Entire home/apt,Noord-Oost,2018-11-07,1
Entire home/apt,Noord-West,2018-11-07,20
Entire home/apt,Osdorp,2018-11-07,10
Private room,Centrum-West,2018-11-07,50
Entire home/apt,IJburg - Zeeburgereiland,2018-11-07,26
Private room,Geuzenveld - Slotermeer,2018-11-07,8
Private room,Osdorp,2018-11-07,4
Private room,Centrum-Oost,2018-11-07,22
Entire home/apt,Watergraafsmeer,2018-11-07,23
Private room,Gaasperdam - Driemond,2018-11-07,33
Private room,Buitenveldert - Zuidas,2018-11-07,18
Entire home/apt,Bos en Lommer,2018-11-07,14
Entire home/apt,Oud-Oost,2018-11-07,23
Private room,Watergraafsmeer,2018-11-07,27
Entire home/apt,Centrum-West,2018-11-07,62
Entire home/apt,Centrum-Oost,2018-11-07,17
Entire home/apt,Zuid,2018-11-07,11
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-07,8
Entire home/apt,Geuzenveld - Slotermeer,2018-11-07,2
Private room,Oud-Noord,2018-11-07,4
Private room,Zuid,2018-11-07,42
Private room,De Pijp - Rivierenbuurt,2018-11-07,26
Private room,Westerpark,2018-11-07,33
Private room,De Baarsjes - Oud-West,2018-11-07,36
Entire home/apt,Westerpark,2018-11-07,9
Private room,Noord-West,2018-11-07,1
Private room,IJburg - Zeeburgereiland,2018-11-07,2
Entire home/apt,De Baarsjes - Oud-West,2018-11-07,39
Entire home/apt,Oud-Noord,2018-11-07,13
Entire home/apt,Geuzenveld - Slotermeer,2018-11-06,24
Entire home/apt,Westerpark,2018-11-06,20
Private room,IJburg - Zeeburgereiland,2018-11-06,23
Private room,Slotervaart,2018-11-06,10
Private room,Oud-Oost,2018-11-06,24
Private room,Oud-Noord,2018-11-06,6
Private room,Gaasperdam - Driemond,2018-11-06,11
Entire home/apt,Bos en Lommer,2018-11-06,23
Entire home/apt,Oud-Oost,2018-11-06,11
Private room,De Aker - Nieuw Sloten,2018-11-06,1
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-06,3
Private room,Centrum-Oost,2018-11-06,31
Private room,Bijlmer-Centrum,2018-11-06,14
Private room,De Pijp - Rivierenbuurt,2018-11-06,23
Private room,De Baarsjes - Oud-West,2018-11-06,51
Entire home/apt,Slotervaart,2018-11-06,16
Private room,Osdorp,2018-11-06,17
Private room,Noord-West,2018-11-06,11
Shared room,Slotervaart,2018-11-06,6
Private room,Centrum-West,2018-11-06,79
Shared room,Noord-West,2018-11-06,11
Entire home/apt,Watergraafsmeer,2018-11-06,15
Entire home/apt,Noord-West,2018-11-06,9
Private room,Geuzenveld - Slotermeer,2018-11-06,8
Entire home/apt,IJburg - Zeeburgereiland,2018-11-06,15
Entire home/apt,Osdorp,2018-11-06,19
Shared room,Centrum-Oost,2018-11-06,2
Entire home/apt,De Aker - Nieuw Sloten,2018-11-06,28
Private room,Westerpark,2018-11-06,16
Private room,Buitenveldert - Zuidas,2018-11-06,3
Entire home/apt,Bijlmer-Centrum,2018-11-06,16
Entire home/apt,Centrum-West,2018-11-06,52
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-06,8
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-06,19
Entire home/apt,De Baarsjes - Oud-West,2018-11-06,25
Private room,Zuid,2018-11-06,11
Private room,Bijlmer-Oost,2018-11-06,3
Entire home/apt,Centrum-Oost,2018-11-06,46
Entire home/apt,Zuid,2018-11-06,28
Private room,Noord-Oost,2018-11-06,9
Private room,Bos en Lommer,2018-11-06,23
Private room,Watergraafsmeer,2018-11-06,11
Entire home/apt,Oud-Noord,2018-11-06,15
Private room,Zuid,2018-11-05,14
Private room,Geuzenveld - Slotermeer,2018-11-05,1
Private room,Bijlmer-Centrum,2018-11-05,14
Private room,Centrum-West,2018-11-05,70
Entire home/apt,Buitenveldert - Zuidas,2018-11-05,6
Entire home/apt,Bos en Lommer,2018-11-05,19
Shared room,Bos en Lommer,2018-11-05,20
Entire home/apt,Oud-Noord,2018-11-05,11
Entire home/apt,De Pijp - Rivierenbuurt,2018-11-05,30
Private room,Westerpark,2018-11-05,23
Private room,Slotervaart,2018-11-05,10
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-05,20
Private room,Gaasperdam - Driemond,2018-11-05,11
Private room,Oud-Oost,2018-11-05,16
Shared room,De Baarsjes - Oud-West,2018-11-05,3
Entire home/apt,Oud-Oost,2018-11-05,16
Entire home/apt,Slotervaart,2018-11-05,3
Private room,De Aker - Nieuw Sloten,2018-11-05,5
Private room,Buitenveldert - Zuidas,2018-11-05,18
Entire home/apt,Centrum-Oost,2018-11-05,34
Private room,De Pijp - Rivierenbuurt,2018-11-05,21
Private room,Centrum-Oost,2018-11-05,24
Entire home/apt,Zuid,2018-11-05,16
Private room,De Baarsjes - Oud-West,2018-11-05,22
Entire home/apt,De Aker - Nieuw Sloten,2018-11-05,24
Private room,Osdorp,2018-11-05,24
Entire home/apt,Geuzenveld - Slotermeer,2018-11-05,7
Entire home/apt,Noord-West,2018-11-05,6
Entire home/apt,Westerpark,2018-11-05,11
Entire home/apt,Osdorp,2018-11-05,1
Private room,Oud-Noord,2018-11-05,23
Entire home/apt,Watergraafsmeer,2018-11-05,17
Entire home/apt,De Baarsjes - Oud-West,2018-11-05,37
Entire home/apt,Centrum-West,2018-11-05,41
Private room,Noord-Oost,2018-11-05,6
Private room,Watergraafsmeer,2018-11-05,11
Private room,Oostelijk Havengebied - Indische Buurt,2018-11-05,7
Private room,IJburg - Zeeburgereiland,2018-11-05,15
Private room,Noord-West,2018-11-05,9
Shared room,Centrum-West,2018-11-05,11
Private room,Bos en Lommer,2018-11-05,22
Private room,Bijlmer-Oost,2018-11-05,11
Entire home/apt,Zuid,2018-11-04,27
Private room,Centrum-Oost,2018-11-04,39
Private room,Osdorp,2018-11-04,6
Private room,Watergraafsmeer,2018-11-04,10
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2018-11-04,5
Private room,De Pijp - Rivierenbuurt,2018-11-04,24
Entire home/apt,Noord-Oost,2018-11-04,3
Private room,Westerpark,2018-11-04,11
Entire home/apt,Geuzenveld - Slotermeer,2018-11-04,11
Entire home/apt,Oud-Noord,2018-11-04,17
Private room,Buitenveldert - Zuidas,2018-11-04,19
Entire home/apt,De Aker - Nieuw Sloten,2018-11-04,1
Private room,Bos en Lommer,2018-11-04,36
Private room,Oud-Noord,2018-11-04,20
Entire home/apt,Westerpark,2018-11-04,20
Entire home/apt,Gaasperdam - Driemond,2018-11-04,20
Entire home/apt,Slotervaart,2018-11-04,4
Private room,De Baarsjes - Oud-West,2018-11-04,41
Private room,Noord-West,2018-11-04,13
Private room,De Aker - Nieuw Sloten,2018-11-04,9
Entire home/apt,Bos en Lommer,2018-11-04,5
Entire home/apt,De Baarsjes - Oud-West,2018-11-04,30
Entire home/apt,Centrum-West,2018-11-04,41
Entire home/apt,Watergraafsmeer,2018-11-04,5
Entire home/apt,Noord-West,2018-11-04,14
Private room,Zuid,2018-11-04,9
Private room,Noord-Oost,2018-11-04,5
Private room,Gaasperdam - Driemond,2018-11-04,11
Private room,Slotervaart,2018-11-04,25
Entire home/apt,Oud-Oost,2018-11-04,7
Entire home/apt,Centrum-Oost,2018-11-04,25
Private room,Bijlmer-Centrum,2018-11-04,14
